farmacia_nro_soe,titular_nombre,titular_nombre_id,direccion_vial_tipo,direccion_completa,same_as_wikidata_road,direccion_vial_id,direccion_vial_nombre,direccion_vial_nombre_id,direccion_vial_nro,km,municipio_nombre,same_as_wikidata_municipalityofspain,municipio_nombre_id,localizacion_coordenada_x,localizacion_coordenada_y
766,Patricia Hurtado Gonzalez,Patricia_Hurtado_Gonzalez,AVDA,AVDA de Alberto Alcocer,,AVDA_de_Alberto_Alcocer_Madrid,de Alberto Alcocer,de_Alberto_Alcocer,22,,Madrid,http://wikidata.org/entity/Q2807,Madrid,441945,4478846
767,Oscar Ignacio Ramirez Jimenez,Oscar_Ignacio_Ramirez_Jimenez,CALLE,CALLE de Eduardo Morales,,CALLE_de_Eduardo_Morales_Madrid,de Eduardo Morales,de_Eduardo_Morales,14,,Madrid,http://wikidata.org/entity/Q2807,Madrid,437406,4471184
768,Marta Provencio Chicharro,Marta_Provencio_Chicharro,CALLE,CALLE de Sierra Toledana,,CALLE_de_Sierra_Toledana_Madrid,de Sierra Toledana,de_Sierra_Toledana,21,,Madrid,http://wikidata.org/entity/Q2807,Madrid,443948,4472519
769,Pedro Jesus Lopez Romero,Pedro_Jesus_Lopez_Romero,AVDA,AVDA del Cardenal Herrera Oria,,AVDA_del_Cardenal_Herrera_Oria_Madrid,del Cardenal Herrera Oria,del_Cardenal_Herrera_Oria,275,,Madrid,http://wikidata.org/entity/Q2807,Madrid,438617,4481220
770,Isabel Gomez-Chacon Fernandez,Isabel_Gomez-Chacon_Fernandez,AVDA,AVDA de la Ciudad de Barcelona,,AVDA_de_la_Ciudad_de_Barcelona_Madrid,de la Ciudad de Barcelona,de_la_Ciudad_de_Barcelona,178,,Madrid,http://wikidata.org/entity/Q2807,Madrid,442623,4472570
771,Paloma De Eguia Diaz De Rada,Paloma_De_Eguia_Diaz_De_Rada,AVDA,AVDA de Orcasur,,AVDA_de_Orcasur_Madrid,de Orcasur,de_Orcasur,16,,Madrid,http://wikidata.org/entity/Q2807,Madrid,440464,4468969
772,Concepcion Lopez Alonso,Concepcion_Lopez_Alonso,AVDA,AVDA de Espinela,,AVDA_de_Espinela_Madrid,de Espinela,de_Espinela,31,,Madrid,http://wikidata.org/entity/Q2807,Madrid,439712,4466135
773,Margarita Garrido Ochoa,Margarita_Garrido_Ochoa,CALLE,CALLE de Sierra Salvada,,CALLE_de_Sierra_Salvada_Madrid,de Sierra Salvada,de_Sierra_Salvada,29,,Madrid,http://wikidata.org/entity/Q2807,Madrid,444884,4471154
774,Cristina Galiano Lopez-Mingo,Cristina_Galiano_Lopez-Mingo,CALLE,CALLE de la Marquesa de Silvela,,CALLE_de_la_Marquesa_de_Silvela_Madrid,de la Marquesa de Silvela,de_la_Marquesa_de_Silvela,4,,Madrid,http://wikidata.org/entity/Q2807,Madrid,439261,4470839
775,Iñigo De Loyola De Juana Garciaechevarria,Iñigo_De_Loyola_De_Juana_Garciaechevarria,CALLE,CALLE del Tucan,,CALLE_del_Tucan_Madrid,del Tucan,del_Tucan,7,,Madrid,http://wikidata.org/entity/Q2807,Madrid,437292,4471323
776,Maria Virtudes Dominguez Lopez,Maria_Virtudes_Dominguez_Lopez,CALLE,CALLE del Camino Viejo de Leganes,,CALLE_del_Camino_Viejo_de_Leganes_Madrid,del Camino Viejo de Leganes,del_Camino_Viejo_de_Leganes,171,,Madrid,http://wikidata.org/entity/Q2807,Madrid,437997,4470400
777,Ma Paz Suarez Perez,Ma_Paz_Suarez_Perez,CALLE,CALLE de la Hermandad de Donantes de Sangre,,CALLE_de_la_Hermandad_de_Donantes_de_Sangre_Madrid,de la Hermandad de Donantes de Sangre,de_la_Hermandad_de_Donantes_de_Sangre,43,,Madrid,http://wikidata.org/entity/Q2807,Madrid,440486,4467157
778,Victoria Thovar Gomez,Victoria_Thovar_Gomez,CALLE,CALLE de Ascao,,CALLE_de_Ascao_Madrid,de Ascao,de_Ascao,47,,Madrid,http://wikidata.org/entity/Q2807,Madrid,445777,4475796
779,Maria Consuelo Nicolas Rodriguez,Maria_Consuelo_Nicolas_Rodriguez,CALLE,CALLE de San Enrique,,CALLE_de_San_Enrique_Madrid,de San Enrique,de_San_Enrique,18,,Madrid,http://wikidata.org/entity/Q2807,Madrid,440647,4478602
780,Ma Soledad Pascual Rincon,Ma_Soledad_Pascual_Rincon,CALLE,CALLE de Berastegui,,CALLE_de_Berastegui_Madrid,de Berastegui,de_Berastegui,30,,Madrid,http://wikidata.org/entity/Q2807,Madrid,445564,4475521
781,Juan Rodriguez Garcia,Juan_Rodriguez_Garcia,CALLE,CALLE del Lago Constanza,https://wikidata.org/entity/Q75238011,CALLE_del_Lago_Constanza_Madrid,del Lago Constanza,del_Lago_Constanza,36,,Madrid,http://wikidata.org/entity/Q2807,Madrid,445109,4475851
782,Luisa Silvina Lopez Cañibano,Luisa_Silvina_Lopez_Cañibano,CALLE,CALLE de Esperanza Macarena,,CALLE_de_Esperanza_Macarena_Madrid,de Esperanza Macarena,de_Esperanza_Macarena,29,,Madrid,http://wikidata.org/entity/Q2807,Madrid,441396,4466731
783,Luz Goya Castroverde,Luz_Goya_Castroverde,CALLE,CALLE de la Fuente del Tiro,,CALLE_de_la_Fuente_del_Tiro_Madrid,de la Fuente del Tiro,de_la_Fuente_del_Tiro,3,,Madrid,http://wikidata.org/entity/Q2807,Madrid,433621,4470702
784,Jose Carlos Areses Garcia Del Valle,Jose_Carlos_Areses_Garcia_Del_Valle,CALLE,CALLE del Cristo de la Victoria,,CALLE_del_Cristo_de_la_Victoria_Madrid,del Cristo de la Victoria,del_Cristo_de_la_Victoria,149,,Madrid,http://wikidata.org/entity/Q2807,Madrid,440144,4470099
785,Sara Aparicio Merinero,Sara_Aparicio_Merinero,AVDA,AVDA de Betanzos,,AVDA_de_Betanzos_Madrid,de Betanzos,de_Betanzos,8,,Madrid,http://wikidata.org/entity/Q2807,Madrid,439648,4480458
786,Enrique Ruiz Invarato,Enrique_Ruiz_Invarato,PLAZA,PLAZA de Setubal,,PLAZA_de_Setubal_Madrid,de Setubal,de_Setubal,4,,Madrid,http://wikidata.org/entity/Q2807,Madrid,438568,4470582
787,Ma Cristina De Diego Martinez,Ma_Cristina_De_Diego_Martinez,CALLE,CALLE de Alcala de Guadaira,https://wikidata.org/entity/Q18643783,CALLE_de_Alcala_de_Guadaira_Madrid,de Alcala de Guadaira,de_Alcala_de_Guadaira,9,,Madrid,http://wikidata.org/entity/Q2807,Madrid,444271,4471178
788,Ma Soledad Garcia Lope,Ma_Soledad_Garcia_Lope,CALLE,CALLE de Gerardo Diego,,CALLE_de_Gerardo_Diego_Madrid,de Gerardo Diego,de_Gerardo_Diego,4,,Madrid,http://wikidata.org/entity/Q2807,Madrid,,
789,Maria Eugenia Sangines Allue,Maria_Eugenia_Sangines_Allue,CALLE,CALLE del Doctor Esquerdo,https://wikidata.org/entity/Q5741005,CALLE_del_Doctor_Esquerdo_Madrid,del Doctor Esquerdo,del_Doctor_Esquerdo,180,,Madrid,http://wikidata.org/entity/Q2807,Madrid,442757,4472583
790,Francisco Sirvent Mira,Francisco_Sirvent_Mira,CALLE,CALLE de Periana,,CALLE_de_Periana_Madrid,de Periana,de_Periana,13,,Madrid,http://wikidata.org/entity/Q2807,Madrid,441610,4468760
791,Francisco Javier Ramos Hernandez,Francisco_Javier_Ramos_Hernandez,CALLE,CALLE Carabanchel,,CALLE_Carabanchel_Parla,Carabanchel,Carabanchel,1,,Parla,http://wikidata.org/entity/Q824651,Parla,434092,4454913
792,Onofre Lorente Sanchez,Onofre_Lorente_Sanchez,CALLE,CALLE del Moscatelar,,CALLE_del_Moscatelar_Madrid,del Moscatelar,del_Moscatelar,1-Q,,Madrid,http://wikidata.org/entity/Q2807,Madrid,444868,4478727
793,Maria De La Paz Valles Moreno,Maria_De_La_Paz_Valles_Moreno,CALLE,CALLE de la Virgen de Lluc,,CALLE_de_la_Virgen_de_Lluc_Madrid,de la Virgen de Lluc,de_la_Virgen_de_Lluc,11,,Madrid,http://wikidata.org/entity/Q2807,Madrid,445085,4476377
794,Isabel Garcia Rivera,Isabel_Garcia_Rivera,CALLE,CALLE de Seseña,,CALLE_de_Seseña_Madrid,de Seseña,de_Seseña,31,,Madrid,http://wikidata.org/entity/Q2807,Madrid,435316,4472237
795,Teresa Manresa Logroño,Teresa_Manresa_Logroño,CALLE,CALLE Gran Avenida,,CALLE_Gran_Avenida_Madrid,Gran Avenida,Gran_Avenida,29,,Madrid,http://wikidata.org/entity/Q2807,Madrid,439976,4469075
796,Maria Jesus Martinez Jimenez,Maria_Jesus_Martinez_Jimenez,PLAZA,PLAZA de San Cristobal,,PLAZA_de_San_Cristobal_Madrid,de San Cristobal,de_San_Cristobal,S/N,,Madrid,http://wikidata.org/entity/Q2807,Madrid,449494,4477867
797,Carlos Garcia Rufo,Carlos_Garcia_Rufo,CALLE,CALLE de los Misterios,,CALLE_de_los_Misterios_Madrid,de los Misterios,de_los_Misterios,8,,Madrid,http://wikidata.org/entity/Q2807,Madrid,445744,4476678
798,Irene De Fuentes De Fuentes,Irene_De_Fuentes_De_Fuentes,CALLE,CALLE de Marina Usera,,CALLE_de_Marina_Usera_Madrid,de Marina Usera,de_Marina_Usera,3,,Madrid,http://wikidata.org/entity/Q2807,Madrid,439411,4470441
799,Herederos De Ana Isabel Fernandez Rivelles,Herederos_De_Ana_Isabel_Fernandez_Rivelles,CALLE,CALLE de Torres Miranda,,CALLE_de_Torres_Miranda_Madrid,de Torres Miranda,de_Torres_Miranda,12,,Madrid,http://wikidata.org/entity/Q2807,Madrid,440640,4472189
800,Francisco Ferrer Fernandez,Francisco_Ferrer_Fernandez,CALLE,CALLE de San Florencio,https://wikidata.org/entity/Q29530734,CALLE_de_San_Florencio_Madrid,de San Florencio,de_San_Florencio,5,,Madrid,http://wikidata.org/entity/Q2807,Madrid,444002,4472854
801,Candido Corrales Sendino,Candido_Corrales_Sendino,CALLE,CALLE de la Imagen,,CALLE_de_la_Imagen_Madrid,de la Imagen,de_la_Imagen,19,,Madrid,http://wikidata.org/entity/Q2807,Madrid,443349,4470549
802,Noelia Gonzalez Andres,Noelia_Gonzalez_Andres,CALLE,CALLE de Boix y Morer,https://wikidata.org/entity/Q28024373,CALLE_de_Boix_y_Morer_Madrid,de Boix y Morer,de_Boix_y_Morer,14,,Madrid,http://wikidata.org/entity/Q2807,Madrid,440103,4476891
803,Ramon Moraleda Garcia De Los Huertos,Ramon_Moraleda_Garcia_De_Los_Huertos,CALLE,CALLE Via Carpetana,,CALLE_Via_Carpetana_Madrid,Via Carpetana,Via_Carpetana,73,,Madrid,http://wikidata.org/entity/Q2807,Madrid,437440,4472025
804,Adan Atila Ochoa Cabrero,Adan_Atila_Ochoa_Cabrero,CALLE,CALLE de Tomas Breton,,CALLE_de_Tomas_Breton_Madrid,de Tomas Breton,de_Tomas_Breton,14,,Madrid,http://wikidata.org/entity/Q2807,Madrid,441030,4472093
805,Lorena Callejon Payno,Lorena_Callejon_Payno,CALLE,CALLE de los Embajadores,https://wikidata.org/entity/Q5740826,CALLE_de_los_Embajadores_Madrid,de los Embajadores,de_los_Embajadores,122,,Madrid,http://wikidata.org/entity/Q2807,Madrid,440706,4472345
806,Elena Gavilan Fernandez,Elena_Gavilan_Fernandez,CALLE,CALLE de Nuñez de Balboa,https://wikidata.org/entity/Q28065000,CALLE_de_Nuñez_de_Balboa_Madrid,de Nuñez de Balboa,de_Nuñez_de_Balboa,80,,Madrid,http://wikidata.org/entity/Q2807,Madrid,442154,4475955
807,Nuria Serrano Gimeno,Nuria_Serrano_Gimeno,CALLE,CALLE de San Aniceto,,CALLE_de_San_Aniceto_Madrid,de San Aniceto,de_San_Aniceto,10,,Madrid,http://wikidata.org/entity/Q2807,Madrid,448468,4477355
808,Olga Martin Aparicio,Olga_Martin_Aparicio,CALLE,CALLE de Calero Pita,,CALLE_de_Calero_Pita_Madrid,de Calero Pita,de_Calero_Pita,39,,Madrid,http://wikidata.org/entity/Q2807,Madrid,443001,4470247
809,Angela Martinez Peñalva,Angela_Martinez_Peñalva,CALLE,CALLE de la Fuente de Piedra,,CALLE_de_la_Fuente_de_Piedra_Madrid,de la Fuente de Piedra,de_la_Fuente_de_Piedra,2,,Madrid,http://wikidata.org/entity/Q2807,Madrid,445554,4470353
810,Angel Herrero De Lucas,Angel_Herrero_De_Lucas,PLAZA,PLAZA del Conde de Casal,https://wikidata.org/entity/Q30342082,PLAZA_del_Conde_de_Casal_Madrid,del Conde de Casal,del_Conde_de_Casal,8,,Madrid,http://wikidata.org/entity/Q2807,Madrid,443068,4473079
811,Paula Barba San Roman,Paula_Barba_San_Roman,CALLE,CALLE del Principe de Vergara,https://wikidata.org/entity/Q5741020,CALLE_del_Principe_de_Vergara_Madrid,del Principe de Vergara,del_Principe_de_Vergara,75,,Madrid,http://wikidata.org/entity/Q2807,Madrid,442363,4476277
812,Juana Cortina Pelayo,Juana_Cortina_Pelayo,CALLE,CALLE de Sambara,,CALLE_de_Sambara_Madrid,de Sambara,de_Sambara,67,,Madrid,http://wikidata.org/entity/Q2807,Madrid,444919,4476216
813,Francisco De La Cuadra Blanco,Francisco_De_La_Cuadra_Blanco,PLAZA,PLAZA de Redondela,,PLAZA_de_Redondela_Madrid,de Redondela,de_Redondela,3,,Madrid,http://wikidata.org/entity/Q2807,Madrid,439900,4480869
814,Marta Corbera Moreno,Marta_Corbera_Moreno,CALLE,CALLE de Pedro Rico,https://wikidata.org/entity/Q56427389,CALLE_de_Pedro_Rico_Madrid,de Pedro Rico,de_Pedro_Rico,13,,Madrid,http://wikidata.org/entity/Q2807,Madrid,441157,4481765
815,Emilia Bautista Martin,Emilia_Bautista_Martin,PLAZA,PLAZA de las Asambleas,,PLAZA_de_las_Asambleas_Madrid,de las Asambleas,de_las_Asambleas,10,,Madrid,http://wikidata.org/entity/Q2807,Madrid,439857,4468886
816,Licinia Teres Landeta,Licinia_Teres_Landeta,AVDA,AVDA de las Glorietas,,AVDA_de_las_Glorietas_Madrid,de las Glorietas,de_las_Glorietas,20,,Madrid,http://wikidata.org/entity/Q2807,Madrid,444015,4469359
817,Maria Concepcion Miguelez Furones,Maria_Concepcion_Miguelez_Furones,CALLE,CALLE Via Carpetana,,CALLE_Via_Carpetana_Madrid,Via Carpetana,Via_Carpetana,344,,Madrid,http://wikidata.org/entity/Q2807,Madrid,436886,4471373
818,Froilan Cabria Pariente,Froilan_Cabria_Pariente,CALLE,CALLE de Baños de Montemayor,,CALLE_de_Baños_de_Montemayor_Madrid,de Baños de Montemayor,de_Baños_de_Montemayor,4,,Madrid,http://wikidata.org/entity/Q2807,Madrid,440306,4472207
819,Ma Teresa Faundez Garcia,Ma_Teresa_Faundez_Garcia,CALLE,CALLE de Hontalbilla,,CALLE_de_Hontalbilla_Madrid,de Hontalbilla,de_Hontalbilla,11,,Madrid,http://wikidata.org/entity/Q2807,Madrid,441453,4482618
821,Vicente Delicado Moreno,Vicente_Delicado_Moreno,CALLE,CALLE de Lopez de Hoyos,https://wikidata.org/entity/Q27043844,CALLE_de_Lopez_de_Hoyos_Madrid,de Lopez de Hoyos,de_Lopez_de_Hoyos,301,,Madrid,http://wikidata.org/entity/Q2807,Madrid,443993,4478808
822,Jose Antonio Sierra Martinez,Jose_Antonio_Sierra_Martinez,AVDA,AVDA de los Hermanos Garcia Noblejas,,AVDA_de_los_Hermanos_Garcia_Noblejas_Madrid,de los Hermanos Garcia Noblejas,de_los_Hermanos_Garcia_Noblejas,77,,Madrid,http://wikidata.org/entity/Q2807,Madrid,446629,4475300
823,Ana Rivero Diaz,Ana_Rivero_Diaz,CALLE,CALLE del Talco,,CALLE_del_Talco_Madrid,del Talco,del_Talco,33,,Madrid,http://wikidata.org/entity/Q2807,Madrid,439308,4466508
824,Pilar Sanchez-Puerta Ortiz,Pilar_Sanchez-Puerta_Ortiz,CALLE,CALLE de Coca,,CALLE_de_Coca_Madrid,de Coca,de_Coca,4,,Madrid,http://wikidata.org/entity/Q2807,Madrid,436439,4472799
825,Carmen Romero Jimenez,Carmen_Romero_Jimenez,CALLE,CALLE de Agustin de Foxa,https://wikidata.org/entity/Q54526348,CALLE_de_Agustin_de_Foxa_Madrid,de Agustin de Foxa,de_Agustin_de_Foxa,25,,Madrid,http://wikidata.org/entity/Q2807,Madrid,441883,4480214
826,Jose Maria Lara Tejedor,Jose_Maria_Lara_Tejedor,CALLE,CALLE de Antonio Casero,,CALLE_de_Antonio_Casero_Madrid,de Antonio Casero,de_Antonio_Casero,26,,Madrid,http://wikidata.org/entity/Q2807,Madrid,443435,4474550
827,Alejandro Garcia Bermejo,Alejandro_Garcia_Bermejo,CALLE,CALLE del Apostol Santiago,,CALLE_del_Apostol_Santiago_Madrid,del Apostol Santiago,del_Apostol_Santiago,43,,Madrid,http://wikidata.org/entity/Q2807,Madrid,444462,4475400
828,Francisco Jose Hernandez Ruiz,Francisco_Jose_Hernandez_Ruiz,CALLE,CALLE del Hierro,,CALLE_del_Hierro_Madrid,del Hierro,del_Hierro,S/N,,Madrid,http://wikidata.org/entity/Q2807,Madrid,441292,4471535
829,Jose Antonio Ramirez Terol,Jose_Antonio_Ramirez_Terol,CALLE,CALLE del Avefria,,CALLE_del_Avefria_Madrid,del Avefria,del_Avefria,32,,Madrid,http://wikidata.org/entity/Q2807,Madrid,437904,4470601
831,Maria Angeles Jimenez-Laiglesia Pan,Maria_Angeles_Jimenez-Laiglesia_Pan,CALLE,CALLE de Santa Beatriz,,CALLE_de_Santa_Beatriz_Madrid,de Santa Beatriz,de_Santa_Beatriz,17,,Madrid,http://wikidata.org/entity/Q2807,Madrid,443817,4472567
832,Ma De Los Angeles Garcia Lopez-Gasco,Ma_De_Los_Angeles_Garcia_Lopez-Gasco,CALLE,CALLE de Jose Arcones Gil,,CALLE_de_Jose_Arcones_Gil_Madrid,de Jose Arcones Gil,de_Jose_Arcones_Gil,70,,Madrid,http://wikidata.org/entity/Q2807,Madrid,446042,4475784
833,Nuria Villanueva Martin,Nuria_Villanueva_Martin,CALLE,CALLE de Ajofrin,,CALLE_de_Ajofrin_Madrid,de Ajofrin,de_Ajofrin,6,,Madrid,http://wikidata.org/entity/Q2807,Madrid,446977,4475129
834,Alicia Esteban Bravo,Alicia_Esteban_Bravo,CALLE,CALLE de Santurce,,CALLE_de_Santurce_Madrid,de Santurce,de_Santurce,5,,Madrid,http://wikidata.org/entity/Q2807,Madrid,445708,4475178
835,Patricia Alferez Garcia,Patricia_Alferez_Garcia,CALLE,CALLE de Ezequiel Solana,,CALLE_de_Ezequiel_Solana_Madrid,de Ezequiel Solana,de_Ezequiel_Solana,54,,Madrid,http://wikidata.org/entity/Q2807,Madrid,445302,4475725
836,Manuela Cezar Rodriguez,Manuela_Cezar_Rodriguez,AVDA,AVDA de la Gran Via del Sureste,,AVDA_de_la_Gran_Via_del_Sureste_Madrid,de la Gran Via del Sureste,de_la_Gran_Via_del_Sureste,36,,Madrid,http://wikidata.org/entity/Q2807,Madrid,449702,4467971
837,Irene Lopez Gutierrez,Irene_Lopez_Gutierrez,CALLE,CALLE de Narciso Serra,https://wikidata.org/entity/Q27245466,CALLE_de_Narciso_Serra_Madrid,de Narciso Serra,de_Narciso_Serra,18,,Madrid,http://wikidata.org/entity/Q2807,Madrid,442432,4472965
838,Pedro Yagüe Agueda,Pedro_Yagüe_Agueda,CALLE,CALLE de Olite,https://wikidata.org/entity/Q28974669,CALLE_de_Olite_Madrid,de Olite,de_Olite,48,,Madrid,http://wikidata.org/entity/Q2807,Madrid,440069,4478229
839,Nuria Marco Pancorbo,Nuria_Marco_Pancorbo,CALLE,CALLE de la Virgen del Val,,CALLE_de_la_Virgen_del_Val_Madrid,de la Virgen del Val,de_la_Virgen_del_Val,9,,Madrid,http://wikidata.org/entity/Q2807,Madrid,444558,4476610
840,Beatriz Vera Muñoz,Beatriz_Vera_Muñoz,CALLE,CALLE del Jacobeo,,CALLE_del_Jacobeo_Madrid,del Jacobeo,del_Jacobeo,46,,Madrid,http://wikidata.org/entity/Q2807,Madrid,435352,4468664
841,Rita Hermoso Molinos,Rita_Hermoso_Molinos,CALLE,CALLE de Melchor Fernandez Almagro,,CALLE_de_Melchor_Fernandez_Almagro_Madrid,de Melchor Fernandez Almagro,de_Melchor_Fernandez_Almagro,8,,Madrid,http://wikidata.org/entity/Q2807,Madrid,440817,4481050
843,Rosario Segovia Sanchez,Rosario_Segovia_Sanchez,CALLE,CALLE de los Condes de Barcelona,,CALLE_de_los_Condes_de_Barcelona_Madrid,de los Condes de Barcelona,de_los_Condes_de_Barcelona,5,,Madrid,http://wikidata.org/entity/Q2807,Madrid,439392,4471881
844,Angela Gallardo Guerra,Angela_Gallardo_Guerra,CALLE,CALLE de Ferrer del Rio,,CALLE_de_Ferrer_del_Rio_Madrid,de Ferrer del Rio,de_Ferrer_del_Rio,42,,Madrid,http://wikidata.org/entity/Q2807,Madrid,443161,4476352
845,Enrique Martin Fernandez,Enrique_Martin_Fernandez,CALLE,CALLE de Sanchez Preciado,,CALLE_de_Sanchez_Preciado_Madrid,de Sanchez Preciado,de_Sanchez_Preciado,21,,Madrid,http://wikidata.org/entity/Q2807,Madrid,439678,4478967
846,Eduardo Velasco Calderon,Eduardo_Velasco_Calderon,CALLE,CALLE de los Andaluces,,CALLE_de_los_Andaluces_Madrid,de los Andaluces,de_los_Andaluces,9,,Madrid,http://wikidata.org/entity/Q2807,Madrid,445964,4471238
847,Jaime Antonio Acosta Gomez,Jaime_Antonio_Acosta_Gomez,CALLE,CALLE de Jorge Juan,https://wikidata.org/entity/Q28070822,CALLE_de_Jorge_Juan_Madrid,de Jorge Juan,de_Jorge_Juan,131,,Madrid,http://wikidata.org/entity/Q2807,Madrid,443222,4474952
848,Maria Jose Sanchez Romero,Maria_Jose_Sanchez_Romero,AVDA,AVDA de Las Suertes,,AVDA_de_Las_Suertes_Madrid,de Las Suertes,de_Las_Suertes,98,,Madrid,http://wikidata.org/entity/Q2807,Madrid,449743,4468245
849,Jesus Maria Baztan Guembe,Jesus_Maria_Baztan_Guembe,CALLE,CALLE de Ercilla,,CALLE_de_Ercilla_Madrid,de Ercilla,de_Ercilla,20,,Madrid,http://wikidata.org/entity/Q2807,Madrid,440356,4472687
850,Fernando Sacristan Sanchez,Fernando_Sacristan_Sanchez,CALLE,CALLE de Antonio de Leyva,https://wikidata.org/entity/Q42240205,CALLE_de_Antonio_de_Leyva_Madrid,de Antonio de Leyva,de_Antonio_de_Leyva,51,,Madrid,http://wikidata.org/entity/Q2807,Madrid,439273,4471370
851,Arantzazu Marta Grande Ozcariz,Arantzazu_Marta_Grande_Ozcariz,CALLE,CALLE de Sanchez Pacheco,,CALLE_de_Sanchez_Pacheco_Madrid,de Sanchez Pacheco,de_Sanchez_Pacheco,17,,Madrid,http://wikidata.org/entity/Q2807,Madrid,442647,4477581
852,Luis Civera Garcia,Luis_Civera_Garcia,CALLE,CALLE Cerrajeros,,CALLE_Cerrajeros_Alcala_de_Henares,Cerrajeros,Cerrajeros,2,,Alcala de Henares,http://wikidata.org/entity/Q46940,Alcala_de_Henares,469106,4481333
853,Maria Belen Casas Dulanto,Maria_Belen_Casas_Dulanto,CALLE,CALLE de Orense,https://wikidata.org/entity/Q26761687,CALLE_de_Orense_Madrid,de Orense,de_Orense,29,,Madrid,http://wikidata.org/entity/Q2807,Madrid,441043,4478133
854,Lucas David Noguerales Yague,Lucas_David_Noguerales_Yague,CALLE,CALLE del Puerto Alto,,CALLE_del_Puerto_Alto_Madrid,del Puerto Alto,del_Puerto_Alto,21,,Madrid,http://wikidata.org/entity/Q2807,Madrid,443342,4471672
855,Marta Perez Alvarez,Marta_Perez_Alvarez,CALLE,CALLE de Matilde Landa,https://wikidata.org/entity/Q56121903,CALLE_de_Matilde_Landa_Madrid,de Matilde Landa,de_Matilde_Landa,7,,Madrid,http://wikidata.org/entity/Q2807,Madrid,441432,4480370
856,Jose Ignacio Rodriguez Buezas,Jose_Ignacio_Rodriguez_Buezas,CALLE,CALLE de Edgar Neville,https://wikidata.org/entity/Q28004664,CALLE_de_Edgar_Neville_Madrid,de Edgar Neville,de_Edgar_Neville,35,,Madrid,http://wikidata.org/entity/Q2807,Madrid,440913,4478122
857,Ana Maria Parra Fernandez,Ana_Maria_Parra_Fernandez,CALLE,CALLE de Lagasca,https://wikidata.org/entity/Q28064981,CALLE_de_Lagasca_Madrid,de Lagasca,de_Lagasca,106,,Madrid,http://wikidata.org/entity/Q2807,Madrid,441953,4476119
858,Josefina De La Riva Vazquez,Josefina_De_La_Riva_Vazquez,PASEO,PASEO de la Habana,https://wikidata.org/entity/Q28059068,PASEO_de_la_Habana_Madrid,de la Habana,de_la_Habana,6,,Madrid,http://wikidata.org/entity/Q2807,Madrid,441474,4477658
859,Maria Del Mar Sobrino Moreno,Maria_Del_Mar_Sobrino_Moreno,CALLE,CALLE de San Jorge,,CALLE_de_San_Jorge_Madrid,de San Jorge,de_San_Jorge,13,,Madrid,http://wikidata.org/entity/Q2807,Madrid,443379,4470999
860,Florinda Gonzalez Quintas,Florinda_Gonzalez_Quintas,CALLE,CALLE de Nuñez de Balboa,https://wikidata.org/entity/Q28065000,CALLE_de_Nuñez_de_Balboa_Madrid,de Nuñez de Balboa,de_Nuñez_de_Balboa,53,,Madrid,http://wikidata.org/entity/Q2807,Madrid,442084,4475419
861,Ma Itziar Erdocia Arce,Ma_Itziar_Erdocia_Arce,CALLE,CALLE de Pilar de Zaragoza,,CALLE_de_Pilar_de_Zaragoza_Madrid,de Pilar de Zaragoza,de_Pilar_de_Zaragoza,102,,Madrid,http://wikidata.org/entity/Q2807,Madrid,442806,4476606
862,Maria Lourdes Silva Cruz-Villalon,Maria_Lourdes_Silva_Cruz-Villalon,CALLE,CALLE de la Golondrina,,CALLE_de_la_Golondrina_Madrid,de la Golondrina,de_la_Golondrina,31,,Madrid,http://wikidata.org/entity/Q2807,Madrid,433435,4478171
863,Irene Patricia Saez Zubiri,Irene_Patricia_Saez_Zubiri,CALLE,CALLE de Vicente Espinel,,CALLE_de_Vicente_Espinel_Madrid,de Vicente Espinel,de_Vicente_Espinel,26,,Madrid,http://wikidata.org/entity/Q2807,Madrid,445609,4476062
864,Herederos De Mustafa Hasan Mustafa Zeidan,Herederos_De_Mustafa_Hasan_Mustafa_Zeidan,CALLE,CALLE de San Raimundo,https://wikidata.org/entity/Q28974673,CALLE_de_San_Raimundo_Madrid,de San Raimundo,de_San_Raimundo,13,,Madrid,http://wikidata.org/entity/Q2807,Madrid,440264,4478142
865,Margarita Muñoz Sanchez-Capuchino,Margarita_Muñoz_Sanchez-Capuchino,CALLE,CALLE de Antonio Lopez,https://wikidata.org/entity/Q42238475,CALLE_de_Antonio_Lopez_Madrid,de Antonio Lopez,de_Antonio_Lopez,152,,Madrid,http://wikidata.org/entity/Q2807,Madrid,440445,4471264
866,Geya Ye Liu,Geya_Ye_Liu,CALLE,CALLE de Antonio Salvador,,CALLE_de_Antonio_Salvador_Madrid,de Antonio Salvador,de_Antonio_Salvador,64,,Madrid,http://wikidata.org/entity/Q2807,Madrid,440272,4470736
868,Pilar Hinojal Martin,Pilar_Hinojal_Martin,CALLE,CALLE de Cartagena,https://wikidata.org/entity/Q27038851,CALLE_de_Cartagena_Madrid,de Cartagena,de_Cartagena,77,,Madrid,http://wikidata.org/entity/Q2807,Madrid,443007,4476552
869,Patricia Garcia Gomez,Patricia_Garcia_Gomez,CALLE,CALLE del Conde de Peñalver,https://wikidata.org/entity/Q28054244,CALLE_del_Conde_de_Peñalver_Madrid,del Conde de Peñalver,del_Conde_de_Peñalver,51,,Madrid,http://wikidata.org/entity/Q2807,Madrid,,
