Bid,tipoResiduo,nivelLlenado,estado,fecha
1524386,resto,0,OK,2021-10-06T11:03:56
1524389,envases,0,OK,2021-10-06T09:42:57
1524394,resto,2,OK,2021-10-06T10:30:55
1524398,envases,4,OK,2021-10-06T10:41:27
1524397,resto,0,OK,2021-10-06T10:15:13
1524400,envases,6,OK,2021-10-06T09:49:47
1524401,envases,0,OK,2021-10-06T09:46:45
1524404,resto,2,OK,2021-10-06T10:54:42
1524403,resto,6,OK,2021-10-06T09:34:35
1524405,envases,0,OK,2021-10-06T09:57:29
1524402,resto,0,OK,2021-10-06T10:07:11
1524409,resto,0,OK,2021-10-06T10:38:43
1524406,resto,2,OK,2021-10-06T11:01:45
1524408,resto,4,OK,2021-10-06T10:25:38
1524414,resto,4,OK,2021-10-06T09:36:51
1524412,resto,6,OK,2021-10-06T09:28:52
1524413,envases,2,OK,2021-10-06T10:10:38
1524411,resto,0,OK,2021-10-06T09:56:50
1524418,resto,0,OK,2021-10-06T10:24:46
1524417,envases,0,OK,2021-10-06T10:52:56
1524415,envases,0,OK,2021-10-06T09:34:34
1524420,envases,0,OK,2021-10-06T10:39:54
1524419,envases,0,OK,2021-10-06T10:40:31
1524422,resto,0,OK,2021-10-06T10:03:17
1524421,envases,0,OK,2021-10-06T10:46:03
1524425,resto,2,OK,2021-10-06T08:39:19
1524423,resto,0,OK,2021-10-06T10:03:32
1524429,resto,0,OK,2021-10-06T10:57:08
1524428,resto,2,OK,2021-10-06T00:04:27
1524427,resto,0,OK,2021-10-06T10:31:52
1524430,resto,0,OK,2021-10-06T10:27:43
1524436,envases,0,OK,2021-10-06T09:25:06
1524435,resto,0,OK,2021-10-06T11:01:53
1524438,envases,6,OK,2021-10-06T10:37:17
1524442,resto,6,OK,2021-10-06T09:25:54
1524437,resto,6,OK,2021-10-06T10:19:39
1524440,resto,6,OK,2021-10-06T09:24:10
1524439,resto,0,OK,2021-10-06T09:54:40
1524446,envases,0,OK,2021-10-06T10:51:26
1524447,envases,0,OK,2021-10-06T09:47:49
1524444,resto,0,OK,2021-10-06T10:16:47
1524455,resto,0,OK,2021-10-06T10:34:07
1524456,envases,0,OK,2021-10-06T10:11:55
1524454,resto,4,OK,2021-10-06T09:32:16
1524453,resto,6,OK,2021-10-06T10:06:39
1524452,resto,2,OK,2021-10-06T10:15:42
1524461,envases,0,OK,2021-10-06T10:00:57
1524460,resto,0,OK,2021-10-06T11:01:30
1524451,resto,2,OK,2021-10-06T11:04:10
1524450,resto,4,OK,2021-10-06T10:33:14
1524459,envases,0,OK,2021-10-06T10:50:19
1524458,resto,0,OK,2021-10-06T09:36:39
1524457,resto,2,OK,2021-10-06T09:52:27
1524462,envases,2,OK,2021-10-06T10:04:29
1524463,resto,0,OK,2021-10-06T10:31:22
1524464,envases,0,OK,2021-10-06T09:47:07
1524466,resto,6,OK,2021-10-06T10:15:29
1524467,envases,2,OK,2021-10-06T10:26:08
1524468,resto,0,OK,2021-10-06T10:42:18
1524473,resto,0,OK,2021-10-06T10:58:36
1524443,envases,0,OK,2021-10-06T09:38:55
1524448,resto,0,OK,2021-10-06T10:13:50
1524449,envases,4,OK,2021-10-06T10:32:22
1524482,envases,0,OK,2021-10-06T10:16:31
1524481,envases,2,OK,2021-10-06T10:54:24
1524483,resto,2,OK,2021-10-06T10:37:39
1524484,resto,4,ERROR,2021-10-06T09:45:44
1524489,envases,0,OK,2021-10-06T11:04:58
1524491,resto,0,OK,2021-10-06T10:57:38
1524492,resto,6,OK,2021-10-06T09:53:14
1524480,resto,0,OK,2021-10-06T10:27:07
1524310,envases,0,OK,2021-10-06T10:05:27
1524667,resto,0,OK,2021-10-06T05:49:12
1524666,resto,0,OK,2021-10-06T10:18:18
1524665,resto,0,OK,2021-10-06T09:50:26
1524669,resto,6,OK,2021-10-06T10:43:13
1524674,envases,6,OK,2021-10-06T08:54:55
1524673,resto,6,OK,2021-10-06T09:42:54
1524677,envases,0,OK,2021-10-06T09:46:39
1524680,resto,2,OK,2021-10-06T10:32:15
1524684,resto,0,OK,2021-10-06T10:06:38
1524672,resto,2,OK,2021-10-06T11:00:45
1524686,resto,2,OK,2021-10-06T09:43:46
1524668,envases,0,OK,2021-10-06T10:26:03
1524671,resto,2,OK,2021-10-06T10:05:45
1524675,envases,0,OK,2021-10-06T10:08:09
1524688,envases,4,OK,2021-10-06T10:26:55
1524695,resto,2,OK,2021-10-06T10:55:32
1524694,resto,2,OK,2021-10-06T11:03:46
1524700,envases,2,OK,2021-10-06T09:44:55
1524698,resto,0,OK,2021-10-06T09:54:54
1524701,envases,6,OK,2021-10-06T09:42:34
1524699,envases,0,OK,2021-10-06T09:55:28
1524707,envases,4,OK,2021-10-06T10:16:30
1524708,envases,0,OK,2021-10-06T10:41:43
1524709,resto,0,OK,2021-10-06T09:28:59
1524711,resto,0,OK,2021-10-06T10:22:03
1524710,resto,2,OK,2021-10-06T09:47:05
1524714,envases,0,OK,2021-10-06T10:02:18
1524715,resto,0,OK,2021-10-06T10:43:44
1524717,envases,0,OK,2021-10-06T10:00:27
1524718,resto,2,OK,2021-10-06T11:02:53
1524719,envases,0,OK,2021-10-06T10:41:31
1524724,resto,2,OK,2021-10-06T10:01:36
1524723,resto,4,OK,2021-10-06T10:12:04
1524721,resto,2,OK,2021-10-06T09:41:06
1524727,envases,0,OK,2021-10-06T10:58:01
1524728,resto,0,OK,2021-10-06T09:35:54
1524731,resto,2,OK,2021-10-06T09:50:36
1524726,resto,2,OK,2021-10-06T09:45:48
1524729,envases,0,OK,2021-10-06T10:33:12
1524734,envases,6,OK,2021-10-06T10:33:45
1524742,envases,2,OK,2021-10-06T10:22:25
1524738,resto,2,OK,2021-10-06T09:22:20
1524744,resto,4,OK,2021-10-06T10:17:55
1524741,resto,0,OK,2021-10-06T10:17:46
1524745,envases,0,OK,2021-10-06T10:05:58
1524743,resto,2,OK,2021-10-06T10:02:53
1524746,resto,0,OK,2021-10-06T09:33:35
1524740,envases,2,OK,2021-10-06T10:34:30
1524747,resto,0,OK,2021-10-06T10:20:14
1524748,resto,0,OK,2021-10-06T09:43:04
1524749,resto,0,OK,2021-10-06T09:24:05
1524750,resto,2,OK,2021-10-06T09:36:16
1524754,resto,2,OK,2021-10-06T10:01:19
1524752,resto,0,OK,2021-10-06T10:33:28
1524751,resto,2,OK,2021-10-06T09:54:25
1524755,envases,0,OK,2021-10-06T11:02:48
1524758,resto,0,OK,2021-10-06T10:52:32
1524763,envases,4,OK,2021-10-06T11:01:56
1524761,resto,2,OK,2021-10-06T10:09:34
1524762,resto,8,LLENA,2021-10-06T10:04:27
1524760,resto,0,OK,2021-10-06T09:35:02
1524759,resto,0,OK,2021-10-06T09:38:08
1524737,envases,8,LLENA,2021-10-06T10:22:37
1524736,envases,0,OK,2021-10-06T10:42:43
1524766,resto,2,OK,2021-10-06T10:47:07
1524765,resto,6,OK,2021-10-06T01:03:35
1524769,envases,6,OK,2021-10-06T10:06:47
1524770,resto,4,OK,2021-10-06T10:42:15
1524771,envases,0,OK,2021-10-06T10:23:43
1524773,resto,6,OK,2021-10-05T16:12:10
1524775,resto,0,OK,2021-10-06T10:30:06
1524776,resto,6,OK,2021-10-06T09:23:14
1524779,resto,0,OK,2021-10-06T10:27:55
1524778,envases,4,OK,2021-10-06T10:18:03
1524781,envases,0,OK,2021-10-06T11:03:28
1524782,resto,4,OK,2021-10-06T10:41:43
1524783,resto,8,LLENA,2021-10-06T11:04:19
1524784,envases,0,OK,2021-10-06T09:52:00
1524785,resto,4,OK,2021-10-06T10:34:57
1524786,resto,4,OK,2021-10-06T10:22:22
1524789,envases,0,OK,2021-10-06T10:16:06
1524788,envases,0,OK,2021-10-06T10:19:09
1524790,resto,2,OK,2021-10-06T10:27:57
1524792,resto,2,OK,2021-10-06T10:34:28
1524791,resto,0,OK,2021-10-06T10:03:03
1524793,resto,0,OK,2021-10-06T09:33:00
1524795,resto,0,OK,2021-10-06T09:29:08
1524794,resto,0,OK,2021-10-06T09:26:08
1524796,resto,6,OK,2021-10-06T09:50:02
1524798,resto,4,OK,2021-10-06T10:36:45
1524797,resto,0,OK,2021-10-06T09:49:28
1524780,resto,2,OK,2021-10-06T10:50:06
1524799,envases,4,OK,2021-10-06T09:57:14
1524800,resto,0,OK,2021-10-06T09:30:35
1524801,envases,0,OK,2021-10-06T09:41:58
1524802,envases,2,OK,2021-10-06T10:46:47
1524804,envases,6,OK,2021-10-06T09:41:18
1524803,envases,0,OK,2021-10-06T09:20:44
1524806,resto,6,OK,2021-10-06T10:24:38
1524805,envases,6,OK,2021-10-06T10:01:18
1524809,envases,0,OK,2021-10-06T10:25:41
1524807,resto,0,OK,2021-10-06T10:11:46
1524810,resto,4,OK,2021-10-06T10:39:17
1524808,resto,2,OK,2021-10-06T10:06:51
1524813,resto,0,OK,2021-10-06T09:53:44
1524811,envases,0,OK,2021-10-06T10:25:20
1524814,resto,0,OK,2021-10-06T10:45:43
1524815,resto,2,OK,2021-10-06T10:57:49
1524816,resto,0,OK,2021-10-06T09:07:12
1524821,resto,0,OK,2021-10-06T09:38:35
1524812,envases,2,OK,2021-10-06T09:41:52
1524820,resto,2,OK,2021-10-06T10:04:25
1524818,resto,2,OK,2021-10-06T02:41:39
1524824,resto,0,OK,2021-10-06T10:40:03
1524826,resto,4,OK,2021-10-06T11:04:29
1524822,resto,0,OK,2021-10-06T10:49:12
1524828,resto,0,OK,2021-10-06T09:25:26
1524827,resto,2,OK,2021-10-06T10:38:47
1524817,resto,0,OK,2021-10-06T09:37:02
1524819,envases,0,OK,2021-10-06T10:02:22
1524823,envases,2,OK,2021-10-06T10:08:57
1524831,envases,0,OK,2021-10-06T10:50:10
1524829,resto,0,OK,2021-10-06T09:29:36
1524830,resto,2,OK,2021-10-06T10:21:16
1524825,resto,4,OK,2021-10-05T12:12:49
1524834,resto,0,OK,2021-10-06T09:31:07
1524835,envases,0,OK,2021-10-06T10:10:52
1524833,resto,6,OK,2021-10-06T09:41:46
1524838,resto,4,OK,2021-10-06T09:40:03
1524842,envases,0,OK,2021-10-06T10:28:37
1524849,resto,2,OK,2021-10-06T10:21:42
1524847,resto,4,OK,2021-10-06T10:48:16
1524854,resto,0,OK,2021-10-06T10:07:35
1524848,resto,0,OK,2021-10-06T10:54:36
1524856,envases,6,OK,2021-10-06T10:58:32
1524858,envases,0,OK,2021-10-06T10:37:36
1524859,resto,0,OK,2021-10-06T11:03:59
1524860,envases,0,OK,2021-10-06T09:38:03
1524840,envases,0,OK,2021-10-06T09:50:21
1524862,resto,6,OK,2021-10-06T09:57:21
1524865,resto,2,OK,2021-10-06T10:20:22
1524861,envases,0,OK,2021-10-06T10:13:24
1524864,resto,0,OK,2021-10-06T10:05:12
1524867,resto,4,OK,2021-10-06T10:14:06
1524863,envases,2,OK,2021-10-06T10:30:21
1524837,envases,0,OK,2021-10-06T09:53:11
1524866,envases,0,OK,2021-10-06T10:17:00
1524836,envases,0,OK,2021-10-06T10:39:58
1524853,resto,0,OK,2021-10-06T10:24:40
1524857,resto,0,OK,2021-10-06T11:03:56
1524869,resto,2,OK,2021-10-06T10:59:44
1524868,resto,6,OK,2021-10-06T10:31:04
1524855,envases,0,OK,2021-10-06T10:30:47
1524872,envases,0,OK,2021-10-06T11:00:04
1524874,resto,2,OK,2021-10-06T10:07:08
1524873,envases,4,OK,2021-10-06T02:48:21
1524841,resto,0,OK,2021-10-06T09:43:49
1524877,resto,2,OK,2021-10-06T09:29:42
1524875,resto,0,OK,2021-10-06T09:46:49
1524876,envases,4,OK,2021-10-06T09:46:55
1524878,envases,0,OK,2021-10-06T10:50:29
1524870,resto,2,OK,2021-10-06T10:36:10
1524871,envases,0,OK,2021-10-06T10:28:37
1524839,envases,2,OK,2021-10-06T10:01:50
1524850,envases,0,OK,2021-10-06T10:07:18
1524879,envases,6,OK,2021-10-06T09:53:56
1524880,envases,4,OK,2021-10-06T09:36:02
1524881,envases,4,OK,2021-10-06T11:00:46
1524851,resto,6,OK,2021-10-06T09:43:32
1524889,resto,0,OK,2021-10-06T09:54:51
1524888,resto,0,OK,2021-10-06T09:50:09
1524886,envases,0,OK,2021-10-06T09:38:34
1524883,resto,4,OK,2021-10-06T10:03:39
1524885,resto,0,ERROR,2021-10-06T10:40:29
1524882,resto,2,OK,2021-10-06T10:33:28
1524891,envases,0,OK,2021-10-06T10:43:22
1524884,resto,2,OK,2021-10-06T11:01:26
1524890,resto,8,LLENA,2021-10-06T09:28:19
1524852,resto,2,OK,2021-10-06T10:07:50
1524892,resto,8,LLENA,2021-10-06T09:36:10
1524894,resto,2,OK,2021-10-06T10:17:55
1524887,envases,4,OK,2021-10-06T10:10:31
1524895,resto,2,OK,2021-10-06T10:07:08
1524893,resto,0,OK,2021-10-06T10:10:54
1524898,envases,0,OK,2021-10-06T10:02:24
1524896,envases,0,OK,2021-10-06T09:43:25
1524899,resto,4,OK,2021-10-06T10:11:27
1524901,resto,0,OK,2021-10-06T10:37:11
1524897,envases,0,OK,2021-10-06T10:56:19
1524900,envases,0,OK,2021-10-06T09:49:46
1524902,resto,0,OK,2021-10-06T10:49:26
1524903,resto,8,LLENA,2021-10-06T03:04:24
1524907,resto,2,OK,2021-10-06T10:02:52
1524904,envases,2,OK,2021-10-06T10:17:07
1524905,resto,2,OK,2021-10-06T10:35:32
1524908,envases,2,OK,2021-10-06T04:11:55
1524910,resto,6,OK,2021-10-06T10:48:59
1524909,envases,4,OK,2021-10-06T10:23:54
1524911,envases,2,OK,2021-10-06T10:36:52
1524912,resto,2,OK,2021-10-06T10:35:01
1524913,resto,4,OK,2021-10-06T10:21:39
1524914,resto,2,OK,2021-10-06T11:02:24
1524917,resto,2,OK,2021-10-06T10:54:15
1524915,resto,2,OK,2021-10-06T10:56:03
1524920,envases,2,OK,2021-10-06T09:55:50
1524916,envases,6,OK,2021-10-06T09:45:22
1524918,resto,0,OK,2021-10-06T09:34:02
1524919,envases,6,OK,2021-10-06T10:26:18
1524921,resto,6,OK,2021-10-06T10:20:53
1524922,envases,6,OK,2021-10-06T11:02:38
1524923,resto,4,OK,2021-10-06T09:32:23
1524925,envases,0,OK,2021-10-06T10:01:06
1524924,resto,0,OK,2021-10-06T09:48:32
1524926,resto,2,OK,2021-10-06T10:44:41
1524931,envases,0,OK,2021-10-06T09:23:12
1524930,envases,2,OK,2021-10-06T09:37:32
1524928,resto,0,OK,2021-10-06T10:46:12
1524929,resto,0,OK,2021-10-06T09:28:54
1524932,envases,4,OK,2021-10-06T10:54:01
1524936,envases,0,OK,2021-10-06T10:52:32
1524937,resto,2,OK,2021-10-06T10:41:25
1524933,envases,4,OK,2021-10-06T10:00:01
1524934,resto,6,OK,2021-10-05T23:30:07
1524938,envases,0,OK,2021-10-06T11:03:12
1524935,envases,0,OK,2021-10-06T10:53:40
1524939,envases,0,OK,2021-10-06T09:52:02
1524940,resto,8,LLENA,2021-10-06T10:52:35
1524941,resto,0,OK,2021-10-06T10:38:02
1524942,envases,0,OK,2021-10-06T10:47:37
1524943,envases,0,OK,2021-10-06T10:48:27
1524945,envases,0,OK,2021-10-06T09:43:05
1524947,resto,0,OK,2021-10-06T10:10:11
1524946,envases,0,OK,2021-10-06T09:59:42
1524948,resto,4,OK,2021-10-06T10:19:33
1524951,resto,4,OK,2021-10-06T10:41:24
1524950,envases,2,OK,2021-10-06T09:37:14
1524949,resto,2,OK,2021-10-06T10:14:04
1524954,resto,2,OK,2021-10-06T09:37:46
1524955,envases,6,OK,2021-10-06T09:45:18
1524956,envases,0,OK,2021-10-06T10:55:42
1524953,envases,10,LLENA,2021-10-06T10:07:04
1524952,envases,8,ERROR,2021-10-06T10:31:13
1524958,envases,0,OK,2021-10-06T03:20:41
1524957,resto,0,OK,2021-10-06T10:31:39
1524960,resto,0,OK,2021-10-06T10:44:09
1524959,envases,2,OK,2021-10-06T09:53:03
1524962,envases,0,OK,2021-10-06T10:12:54
1524963,resto,0,OK,2021-10-06T10:20:36
1524961,resto,4,OK,2021-10-06T09:43:30
1524965,resto,0,OK,2021-10-06T09:46:42
1524964,resto,2,OK,2021-10-06T09:42:15
1524968,envases,6,OK,2021-10-06T06:26:51
1524967,resto,2,OK,2021-10-06T09:23:41
1524966,resto,2,OK,2021-10-06T09:34:54
1524970,envases,0,OK,2021-10-06T10:40:14
1524969,envases,0,OK,2021-10-06T10:48:07
1524972,envases,6,OK,2021-10-06T10:19:09
1524971,envases,0,OK,2021-10-06T10:12:12
1524974,resto,6,OK,2021-10-06T09:50:28
1524973,resto,2,OK,2021-10-06T10:43:29
1524976,resto,4,OK,2021-10-06T09:36:21
1524975,resto,0,OK,2021-10-06T09:58:55
1524979,resto,0,OK,2021-10-06T09:47:38
1524978,envases,4,OK,2021-10-06T10:30:17
1524977,envases,4,OK,2021-10-06T10:05:20
1524981,envases,2,OK,2021-10-06T10:13:21
1524984,envases,0,OK,2021-10-06T09:36:54
1524983,resto,0,OK,2021-10-06T10:59:03
1524982,envases,6,OK,2021-10-06T10:02:42
1524987,resto,2,OK,2021-10-06T10:01:11
1524980,resto,6,OK,2021-10-06T09:48:59
1524985,resto,8,LLENA,2021-10-06T09:50:34
1524986,resto,2,OK,2021-10-06T10:32:56
1524989,envases,0,OK,2021-10-06T10:20:23
1524990,resto,6,OK,2021-10-06T10:19:53
1524988,resto,6,OK,2021-10-06T09:55:02
1524991,resto,4,OK,2021-10-06T09:36:36
1524994,resto,2,OK,2021-10-06T10:02:28
1524992,envases,0,OK,2021-10-06T10:37:03
1524993,envases,0,OK,2021-10-06T11:03:26
1524997,resto,2,OK,2021-10-06T10:58:55
1524995,resto,0,OK,2021-10-06T10:57:32
1524996,resto,6,OK,2021-10-06T11:02:19
1524999,envases,0,OK,2021-10-06T09:35:15
1525000,resto,0,OK,2021-10-06T09:53:53
1525002,resto,2,OK,2021-10-06T10:41:28
1525001,envases,0,OK,2021-10-06T01:54:59
1525005,envases,0,OK,2021-10-06T09:47:22
1525003,resto,4,OK,2021-10-06T10:11:41
1525006,resto,2,OK,2021-10-06T10:53:59
1525004,resto,0,OK,2021-10-06T10:17:21
1525007,resto,0,OK,2021-10-06T10:06:16
1525009,resto,4,OK,2021-10-06T09:24:26
1525011,resto,2,OK,2021-10-06T10:40:24
1525010,resto,0,OK,2021-10-06T10:05:21
1525012,envases,2,OK,2021-10-06T09:33:40
1525015,envases,6,OK,2021-10-06T10:52:15
1525014,resto,4,OK,2021-10-06T10:25:59
1525017,envases,0,OK,2021-10-06T11:03:10
1525016,envases,0,OK,2021-10-06T09:34:43
1525018,resto,2,OK,2021-10-06T09:29:56
1525019,resto,2,OK,2021-10-06T10:12:10
1525020,envases,2,OK,2021-10-06T10:50:44
1525021,resto,2,OK,2021-10-06T10:05:59
1525022,envases,0,OK,2021-10-06T10:39:54
1525023,envases,6,OK,2021-10-06T10:58:54
1525025,envases,0,OK,2021-10-06T09:48:25
1525024,resto,0,OK,2021-10-06T11:01:46
1525026,envases,4,OK,2021-10-06T10:57:22
1525027,resto,0,OK,2021-10-06T10:41:41
1525029,envases,0,OK,2021-10-06T10:53:47
1525028,envases,0,OK,2021-10-06T09:56:38
1525031,resto,8,LLENA,2021-10-06T09:45:37
1525030,resto,2,OK,2021-10-06T10:00:12
1525032,envases,2,OK,2021-10-06T10:18:28
1525034,envases,2,OK,2021-10-06T10:56:52
1525033,resto,6,OK,2021-10-06T10:00:44
1525036,resto,4,OK,2021-10-06T10:46:36
1525037,resto,8,LLENA,2021-10-06T10:47:18
1525038,resto,4,OK,2021-10-06T10:04:25
1525039,envases,4,OK,2021-10-06T09:31:02
1525041,resto,0,OK,2021-10-06T07:20:08
1525043,resto,4,OK,2021-10-06T11:04:19
1525042,envases,0,OK,2021-10-06T09:35:42
1525044,resto,2,OK,2021-10-06T10:26:22
1525045,resto,6,OK,2021-10-06T00:20:32
1525046,resto,0,OK,2021-10-06T10:05:42
1524906,envases,2,OK,2021-10-06T10:11:55
1525040,envases,0,OK,2021-10-06T09:50:45
1524944,resto,6,OK,2021-10-06T09:33:24
1525067,resto,2,OK,2021-10-06T09:22:02
1525068,envases,0,OK,2021-10-06T09:43:09
1525069,resto,2,OK,2021-10-06T10:30:26
1525070,resto,0,OK,2021-10-06T10:19:27
1525072,resto,2,OK,2021-10-06T09:38:52
1525071,envases,0,OK,2021-10-06T10:06:23
1525074,envases,0,OK,2021-10-06T10:19:00
1525073,envases,2,OK,2021-10-06T09:49:59
1525076,envases,6,OK,2021-10-06T09:38:46
1525075,resto,0,OK,2021-10-06T09:36:51
1525077,envases,4,OK,2021-10-06T10:08:43
1525078,resto,2,OK,2021-10-06T10:15:12
1525079,envases,2,OK,2021-10-06T10:35:07
1525080,resto,2,OK,2021-10-06T09:55:09
1525082,envases,6,OK,2021-10-06T10:05:10
1525084,resto,2,OK,2021-10-06T10:54:29
1525081,resto,2,OK,2021-10-06T10:24:32
1525087,resto,2,OK,2021-10-06T10:41:16
1525086,resto,0,OK,2021-10-06T10:13:05
1525089,resto,4,OK,2021-10-06T09:41:43
1525088,envases,0,OK,2021-10-06T09:48:36
1525090,envases,2,OK,2021-10-06T09:57:09
1525092,envases,0,OK,2021-10-06T10:12:07
1525093,resto,4,OK,2021-10-06T10:39:05
1525095,resto,0,OK,2021-10-06T11:01:01
1525096,resto,2,OK,2021-10-06T10:15:32
1525094,resto,0,OK,2021-10-06T10:15:15
1525098,resto,2,OK,2021-10-06T10:26:42
1525099,resto,0,OK,2021-10-06T09:33:36
1525102,envases,0,OK,2021-10-06T10:23:03
1525104,envases,0,OK,2021-10-06T10:20:50
1525105,resto,0,OK,2021-10-06T09:25:54
1525106,resto,4,OK,2021-10-06T11:02:23
1525107,resto,0,OK,2021-10-06T09:37:27
1525108,resto,2,OK,2021-10-06T10:30:12
1525109,resto,0,OK,2021-10-06T10:17:05
1525111,resto,2,OK,2021-10-06T10:01:03
1525110,resto,4,OK,2021-10-06T09:33:39
1525112,envases,6,OK,2021-10-06T10:43:29
1525113,resto,4,OK,2021-10-06T09:34:58
1525115,resto,0,OK,2021-10-06T10:18:49
1525120,resto,0,OK,2021-10-06T03:20:51
1525119,envases,4,OK,2021-10-06T09:20:42
1525121,envases,4,OK,2021-10-06T09:24:27
1525118,resto,0,OK,2021-10-06T10:46:43
1525083,resto,0,OK,2021-10-06T10:11:53
1525143,resto,2,OK,2021-10-06T09:56:38
1525144,resto,2,OK,2021-10-06T10:13:36
1525142,resto,0,OK,2021-10-06T11:04:14
1525145,resto,2,OK,2021-10-06T10:36:21
1525150,resto,2,OK,2021-10-06T10:23:30
1525149,envases,0,OK,2021-10-06T09:32:07
1525148,envases,6,OK,2021-10-06T10:51:31
1525147,resto,0,OK,2021-10-06T10:39:19
1525151,resto,2,OK,2021-10-06T10:52:12
1525152,resto,2,OK,2021-10-06T09:32:14
1525153,envases,0,OK,2021-10-06T10:50:30
1525154,envases,0,OK,2021-10-06T09:36:56
1525155,envases,0,OK,2021-10-06T10:40:32
1525156,resto,2,OK,2021-10-06T10:34:01
1525157,resto,2,OK,2021-10-06T10:41:55
1525159,envases,6,OK,2021-10-06T10:31:56
1525158,envases,0,OK,2021-10-06T10:13:25
1525160,resto,0,OK,2021-10-06T09:49:05
1525162,envases,4,OK,2021-10-06T10:29:43
1525161,resto,2,OK,2021-10-06T09:38:13
1525165,resto,2,OK,2021-10-06T10:08:23
1525163,resto,2,OK,2021-10-06T01:00:58
1525166,resto,0,OK,2021-10-06T09:50:59
1525164,envases,6,OK,2021-10-06T10:55:37
1525171,resto,4,OK,2021-10-06T09:55:43
1525170,resto,2,OK,2021-10-06T10:04:21
1525173,resto,0,OK,2021-10-06T10:57:46
1525172,envases,0,OK,2021-10-06T10:11:49
1525167,envases,4,OK,2021-10-06T10:07:03
1525168,envases,4,OK,2021-10-06T10:50:54
1525175,resto,0,OK,2021-10-06T10:57:59
1525169,envases,0,OK,2021-10-06T10:39:11
1525178,envases,0,OK,2021-10-06T10:17:06
1525176,envases,0,OK,2021-10-06T09:48:50
1525177,resto,0,OK,2021-10-06T10:18:37
1525179,envases,6,OK,2021-10-06T10:07:22
1525181,envases,2,OK,2021-10-06T09:40:17
1525182,resto,0,OK,2021-10-06T10:54:00
1525186,envases,4,OK,2021-10-06T10:25:00
1525185,resto,2,ERROR,2021-10-05T23:45:33
1525187,resto,2,OK,2021-10-06T10:40:44
1525188,envases,0,ERROR,2021-10-06T10:24:39
1525189,resto,2,OK,2021-10-06T09:35:13
1525190,resto,0,OK,2021-10-06T09:37:51
1525191,resto,0,OK,2021-10-06T10:54:39
1525193,resto,2,OK,2021-10-06T10:41:54
1525195,resto,8,LLENA,2021-10-06T10:55:37
1525194,resto,2,OK,2021-10-06T10:33:08
1525201,envases,8,ERROR,2021-10-06T10:45:03
1525200,resto,0,OK,2021-10-06T11:02:58
1525199,envases,0,OK,2021-10-06T09:37:30
1525196,envases,0,OK,2021-10-06T10:13:12
1525198,envases,0,ERROR,2021-10-06T10:28:43
1525206,resto,2,OK,2021-10-06T10:44:17
1525197,envases,6,OK,2021-10-06T10:54:32
1525204,resto,0,OK,2021-10-06T10:07:50
1525207,resto,0,OK,2021-10-06T11:01:37
1525205,envases,0,OK,2021-10-06T10:44:19
1525203,envases,4,OK,2021-10-06T09:45:58
1525202,resto,6,OK,2021-10-06T10:34:38
1525209,resto,8,LLENA,2021-10-06T10:38:56
1525211,resto,0,OK,2021-10-06T10:27:57
1525210,envases,0,OK,2021-10-06T10:30:44
1525208,resto,0,OK,2021-10-06T10:17:57
1525214,resto,2,OK,2021-10-06T08:04:44
1525213,resto,4,OK,2021-10-06T10:12:33
1525212,resto,0,OK,2021-10-06T10:02:01
1525215,resto,0,OK,2021-10-06T09:41:10
1525216,envases,4,OK,2021-10-06T10:55:09
1525217,resto,0,OK,2021-10-06T09:35:54
1525218,envases,6,OK,2021-10-06T09:27:51
1525219,envases,4,OK,2021-10-06T09:44:05
1525220,resto,0,OK,2021-10-06T10:06:17
1525223,envases,0,OK,2021-10-06T10:10:02
1525221,resto,2,OK,2021-10-06T09:48:51
1525222,envases,0,OK,2021-10-06T10:36:08
1525224,envases,0,OK,2021-10-06T10:50:11
1525225,envases,2,OK,2021-10-06T10:00:41
1525227,envases,6,OK,2021-10-06T09:59:53
1525228,resto,0,OK,2021-10-06T09:59:12
1525229,envases,6,OK,2021-10-06T10:22:14
1525231,envases,0,OK,2021-10-06T10:14:52
1525233,resto,0,OK,2021-10-06T10:59:47
1525234,envases,4,OK,2021-10-06T09:54:37
1525235,envases,2,OK,2021-10-06T10:31:27
1525239,resto,0,OK,2021-10-06T11:02:25
1525238,resto,2,OK,2021-10-06T09:59:26
1525244,resto,4,OK,2021-10-06T09:47:32
1525240,resto,4,OK,2021-10-06T10:42:54
1525243,resto,4,OK,2021-10-06T09:40:52
1525253,envases,0,OK,2021-10-06T10:35:24
1525254,envases,0,OK,2021-10-06T10:31:58
1525251,resto,2,OK,2021-10-06T11:01:19
1525255,resto,0,OK,2021-10-06T10:25:14
1525248,resto,2,OK,2021-10-06T03:17:50
1525250,resto,2,OK,2021-10-06T10:33:42
1525257,envases,6,OK,2021-10-06T10:21:00
1525456,resto,0,OK,2021-10-06T09:54:23
1525531,envases,2,OK,2021-10-06T10:00:20
1525533,envases,0,OK,2021-10-06T09:31:44
1525534,envases,2,OK,2021-10-06T10:05:23
1525535,resto,0,OK,2021-10-06T09:44:39
1525537,envases,6,OK,2021-10-06T09:41:46
1525539,resto,4,OK,2021-10-06T09:34:35
1525536,envases,0,OK,2021-10-06T10:11:57
1525540,envases,2,OK,2021-10-06T10:20:50
1525538,envases,0,OK,2021-10-06T10:33:54
1525532,resto,0,OK,2021-10-06T10:01:55
1525542,resto,0,OK,2021-10-06T09:26:35
