Bid,tipoResiduo,nivelLlenado,estado,fecha
1525543,envases,6,OK,2021-10-06T10:57:42
1525541,resto,4,OK,2021-10-06T10:50:17
1525546,resto,2,OK,2021-10-06T10:34:36
1525544,resto,0,OK,2021-10-06T10:29:50
1525545,resto,0,OK,2021-10-06T09:42:56
1525548,envases,0,OK,2021-10-06T10:21:53
1525549,resto,0,OK,2021-10-06T10:53:27
1525547,resto,0,OK,2021-10-06T09:41:30
1525550,resto,0,OK,2021-10-06T09:56:36
1525551,resto,0,OK,2021-10-06T10:10:44
1525552,envases,0,OK,2021-10-06T09:46:44
1525554,resto,2,OK,2021-10-06T09:56:15
1525553,resto,0,OK,2021-10-06T09:44:07
1525555,resto,4,OK,2021-10-06T10:57:06
1525558,resto,0,OK,2021-10-06T11:04:16
1525556,resto,0,OK,2021-10-06T10:43:13
1525557,resto,2,OK,2021-10-06T09:31:46
1525560,envases,8,LLENA,2021-10-06T10:55:30
1525559,envases,2,OK,2021-10-06T10:01:37
1525561,resto,0,OK,2021-10-06T10:33:25
1525562,resto,0,OK,2021-10-06T10:32:01
1525563,envases,0,OK,2021-10-06T09:53:12
1525564,resto,0,OK,2021-10-06T09:53:27
1525566,envases,0,OK,2021-10-06T10:50:25
1525565,resto,0,OK,2021-10-06T10:20:22
1525567,resto,4,OK,2021-10-06T09:56:05
1525569,envases,0,OK,2021-10-06T09:50:08
1525568,resto,6,OK,2021-10-06T09:49:24
1525571,resto,0,OK,2021-10-06T09:59:54
1525570,resto,4,OK,2021-10-06T09:33:58
1525573,resto,0,OK,2021-10-06T10:10:33
1525572,resto,4,OK,2021-10-06T10:17:38
1525575,resto,2,OK,2021-10-06T09:53:52
1525574,resto,0,OK,2021-10-06T10:12:31
1525576,resto,2,OK,2021-10-06T10:26:37
1525578,resto,6,OK,2021-10-06T10:14:33
1525577,resto,4,OK,2021-10-06T11:03:50
1525579,resto,0,OK,2021-10-06T09:36:20
1525581,envases,6,OK,2021-10-06T10:49:03
1525580,envases,0,OK,2021-10-06T10:07:53
1525589,resto,0,OK,2021-10-06T10:07:40
1525588,resto,0,OK,2021-10-06T10:15:16
1525584,resto,2,OK,2021-10-06T10:47:28
1525590,resto,0,OK,2021-10-06T10:36:56
1525592,envases,2,OK,2021-10-06T09:33:28
1525587,resto,4,OK,2021-10-06T09:41:06
1525586,resto,4,OK,2021-10-06T10:54:47
1525591,resto,4,OK,2021-10-06T10:12:58
1525582,envases,4,OK,2021-10-06T10:52:47
1525583,resto,2,OK,2021-10-06T10:11:46
1525585,envases,2,OK,2021-10-06T09:32:41
1525594,envases,2,OK,2021-10-06T11:00:05
1525593,envases,0,OK,2021-10-06T10:45:14
1525595,resto,0,OK,2021-10-06T10:20:46
1525596,resto,4,OK,2021-10-06T09:54:01
1525598,envases,0,OK,2021-10-06T09:56:00
1525597,resto,2,OK,2021-10-06T10:28:32
1525599,resto,6,OK,2021-10-06T09:34:46
1525600,envases,2,OK,2021-10-06T09:21:18
1525601,envases,0,OK,2021-10-06T10:09:28
1525602,resto,2,OK,2021-10-06T10:58:41
1525604,resto,2,OK,2021-10-06T10:56:20
1525603,resto,4,OK,2021-10-06T04:07:00
1525605,resto,6,OK,2021-10-06T10:23:22
1525606,resto,4,OK,2021-10-06T10:39:21
1525607,envases,0,OK,2021-10-06T10:38:01
1525608,resto,2,OK,2021-10-06T10:25:45
1525609,envases,6,OK,2021-10-06T10:56:09
1525610,resto,0,OK,2021-10-06T10:14:38
1525611,envases,0,OK,2021-10-06T09:29:54
1525612,resto,0,OK,2021-10-06T11:04:26
1525613,resto,2,OK,2021-10-06T10:36:44
1525614,envases,2,OK,2021-10-06T10:53:53
1525615,resto,0,OK,2021-10-06T10:11:05
1525616,resto,0,OK,2021-10-06T11:00:22
1525617,envases,2,OK,2021-10-06T10:35:26
1525618,envases,2,OK,2021-10-06T10:23:52
1525619,resto,0,OK,2021-10-06T10:04:46
1525620,resto,0,OK,2021-10-06T10:55:33
1525621,envases,6,OK,2021-10-06T10:44:37
1525622,envases,0,OK,2021-10-06T09:41:27
1525623,resto,2,OK,2021-10-06T10:47:38
1525626,envases,0,OK,2021-10-06T09:51:00
1525625,resto,0,OK,2021-10-06T10:29:01
1525628,resto,0,OK,2021-10-06T11:00:29
1525630,resto,0,OK,2021-10-06T10:30:17
1525629,envases,4,OK,2021-10-06T05:31:06
1525631,envases,0,OK,2021-10-06T10:48:13
1525632,envases,2,OK,2021-10-06T10:12:59
1525633,resto,0,OK,2021-10-06T10:12:36
1525634,resto,6,OK,2021-10-06T10:31:57
1525636,resto,6,OK,2021-10-06T10:30:48
1525635,resto,8,LLENA,2021-10-06T09:57:12
1525637,envases,0,OK,2021-10-06T10:26:25
1525638,resto,2,OK,2021-10-06T09:33:15
1525639,envases,0,OK,2021-10-06T10:46:53
1525640,envases,6,OK,2021-10-06T09:51:13
1525641,resto,2,OK,2021-10-06T09:31:13
1525643,resto,0,OK,2021-10-06T10:24:00
1525642,resto,0,OK,2021-10-06T10:24:25
1525644,resto,0,OK,2021-10-06T09:38:04
1525645,resto,0,OK,2021-10-06T10:06:44
1525647,resto,0,OK,2021-10-06T09:41:20
1525646,resto,6,OK,2021-10-06T11:02:25
1525649,resto,4,OK,2021-10-06T09:37:49
1525648,resto,2,OK,2021-10-06T09:29:19
1525650,envases,4,OK,2021-10-06T10:22:24
1525651,resto,8,LLENA,2021-10-06T10:42:11
1525652,resto,6,OK,2021-10-06T09:29:47
1525654,resto,6,OK,2021-10-06T10:48:15
1525653,resto,0,OK,2021-10-06T10:11:26
1525656,envases,2,OK,2021-10-06T10:37:47
1525655,resto,8,LLENA,2021-10-06T10:11:06
1525657,resto,0,OK,2021-10-06T10:48:19
1525658,resto,0,OK,2021-10-06T10:49:38
1525666,resto,0,OK,2021-10-06T09:39:48
1525665,envases,6,OK,2021-10-06T10:49:17
1525663,resto,6,OK,2021-10-06T10:01:21
1525662,envases,0,OK,2021-10-06T10:27:09
1525660,resto,2,OK,2021-10-06T10:18:10
1525661,resto,2,OK,2021-10-06T10:48:45
1525659,resto,0,OK,2021-10-06T09:22:41
1525668,resto,0,OK,2021-10-06T10:52:28
1525669,resto,0,OK,2021-10-06T10:53:50
1525667,resto,0,OK,2021-10-06T10:38:11
1525670,envases,0,ERROR,2021-10-06T10:49:03
1525672,envases,0,OK,2021-10-06T10:08:24
1525671,resto,4,OK,2021-10-06T10:00:29
1525674,envases,8,LLENA,2021-10-06T10:26:26
1525673,resto,4,OK,2021-10-06T09:38:19
1525675,resto,6,OK,2021-10-06T10:30:16
1525676,envases,0,OK,2021-10-06T10:04:02
1525677,resto,2,OK,2021-10-06T10:25:01
1525678,resto,2,OK,2021-10-06T09:59:52
1525679,resto,0,OK,2021-10-06T06:53:58
1525680,resto,0,OK,2021-10-06T11:00:38
1525681,resto,0,OK,2021-10-06T09:35:49
1525682,resto,6,OK,2021-10-06T03:31:50
1525684,envases,0,OK,2021-10-06T10:30:16
1525683,resto,4,OK,2021-10-06T10:39:22
1525685,resto,0,OK,2021-10-06T10:45:52
1525686,envases,0,OK,2021-10-06T10:04:16
1525687,envases,2,OK,2021-10-06T10:00:06
1525688,envases,0,OK,2021-10-06T10:28:39
1525689,resto,0,OK,2021-10-06T10:25:12
1525690,envases,4,OK,2021-10-06T10:47:45
1525691,resto,4,OK,2021-10-06T10:10:27
1525692,envases,2,OK,2021-10-06T11:01:34
1525693,resto,0,OK,2021-10-06T09:35:06
1525694,resto,2,OK,2021-10-06T09:39:52
1525695,resto,4,OK,2021-10-06T09:54:50
1525696,resto,0,OK,2021-10-06T10:07:35
1525697,resto,0,OK,2021-10-06T10:04:28
1525698,resto,6,OK,2021-10-06T09:32:12
1525699,resto,0,OK,2021-10-06T10:50:10
1525700,resto,0,OK,2021-10-06T10:23:08
1525701,resto,2,OK,2021-10-06T10:25:34
1525702,envases,0,OK,2021-10-06T09:30:18
1525703,resto,4,OK,2021-10-06T10:05:16
1525708,resto,4,OK,2021-10-06T10:45:17
1525709,resto,4,OK,2021-10-06T10:16:13
1525710,envases,0,OK,2021-10-06T09:54:35
1525711,resto,0,OK,2021-10-06T09:36:12
1525713,resto,0,OK,2021-10-06T10:10:48
1525714,resto,0,OK,2021-10-06T10:29:42
1525715,resto,0,OK,2021-10-06T10:02:01
1525716,envases,2,OK,2021-10-06T10:52:38
1525719,resto,2,OK,2021-10-06T10:48:52
1525720,envases,0,OK,2021-10-06T09:39:59
1525721,resto,2,OK,2021-10-06T09:57:29
1525722,envases,0,OK,2021-10-06T09:32:02
1525725,resto,4,OK,2021-10-06T10:41:34
1525726,resto,2,OK,2021-10-06T10:45:42
1525723,resto,2,OK,2021-10-06T10:16:59
1525727,resto,4,OK,2021-10-06T10:19:30
1525728,resto,2,OK,2021-10-06T10:17:38
1525730,resto,0,OK,2021-10-06T10:51:27
1525729,resto,0,OK,2021-10-06T10:15:43
1525731,resto,0,OK,2021-10-06T10:37:23
1525732,envases,0,OK,2021-10-06T10:33:32
1525733,resto,2,OK,2021-10-06T10:14:01
1525734,envases,0,OK,2021-10-06T10:12:42
1525735,resto,0,OK,2021-10-06T10:11:10
1525736,envases,0,OK,2021-10-06T10:26:33
1525737,resto,0,OK,2021-10-06T11:01:15
1525738,envases,4,OK,2021-10-06T10:42:18
1525741,envases,8,LLENA,2021-10-06T10:45:30
1525742,envases,4,OK,2021-10-06T09:29:40
1525744,envases,2,OK,2021-10-06T10:21:32
1525743,resto,2,OK,2021-10-06T10:32:52
